x,y,z
0.1191813536591736,-0.10700251716315179,0.42375161205940604
0.1223615443966985,-0.2207029334849858,0.4379900522322704
-0.004486887587694943,-0.07416747735931481,0.4475906327473201
0.24893169007290233,0.1033577639595396,0.4044570040712631
-0.006482089211630626,0.16943748518667545,0.49705733326273605
-0.029840883902017112,0.018450361432885365,0.4716063053419558
-0.1803715085936238,0.05390063666385336,0.4323194065324336
-0.1154069475861981,-0.17963017732520836,0.43186972572853977
-0.274599304489018,-0.12760180006341032,0.44485425493684594
0.08012117616970216,-0.20286263396858495,0.4626244822763033
-0.15087855364374428,-0.15042278999723319,0.4146373066588968
-0.11750684730872094,-0.16506793186468094,0.4188929813764952
0.1624887129985927,0.011669271834742534,0.4859434582833551
-0.10366729010312767,0.03761325347443767,0.4256254923889073
-0.1546824647921147,0.26696845249290274,0.43801949979751775
-0.19856535051977653,-0.18265761173908618,0.48712718509501174
0.1649150413091735,0.08500542609689754,0.46631478293998224
-0.22217624520598386,0.1903555613925137,0.43417118793416887
-0.027747743849787898,0.03614487826983148,0.4683699545724621
0.004158069646316653,-0.14699780849935457,0.4019683215381414
0.11243394761142878,-0.14246986198799985,0.47356426600113655
0.07997008939979727,-0.27644816815740003,0.44870160405162396
0.18643240376710485,-0.11673346407091098,0.48131821472844616
-0.2731491396442571,0.14676220740202806,0.49546376520064683
-0.12213556513236168,-0.27148934567573374,0.49257885494945686
-0.13191952873477214,-0.1684228304971016,0.4909265043455341
-0.21238985664473506,0.12373949911906917,0.45121699559338874
-0.12649304768613412,0.16959093769372596,0.43601421141389385
-0.11414081151425795,-0.02680895396284294,0.4465035324730673
0.01313067715648697,0.1188446030871893,0.4689896003313361
0.09822268735575362,-0.06722869880706478,0.4883997776871187
-0.07133969183291156,-0.20405205298552348,0.420698630300012
0.1316821387880287,-0.0611103038862561,0.49181931584617034
-0.09830079685225201,0.047980692121885715,0.4815180231969889
-0.1258297936111438,0.2688319691117342,0.49788560151782346
0.024712833514214605,-0.2587494287467936,0.48802517732816875
-0.28577018381652564,0.004436456306976366,0.4279937329691907
-0.25212652581959977,-0.10264813307356538,0.4105955911344048
-0.04921827384808375,0.004987016566016744,0.41122410719915886
0.2657476268350539,-0.28561473157408096,0.4291223318578276
0.13290706790605417,-0.1121847871790512,0.46141837239845396
-0.24712405829966533,0.19192088851620298,0.48043203260971723
0.20779080766852426,0.032365040312782534,0.48992503069815646
0.13938046236490859,-0.029650504310329562,0.4623753384369233
0.0665679154215919,-0.12868495697079624,0.4005631312748054
0.19217577636550637,-0.12117448632518646,0.4186316776518534
-0.05753409135422574,-0.07013913984564932,0.40997262038533683
-0.16709936948768836,0.20134242597873625,0.43633244755690104
0.00721403346525562,0.28032792408496104,0.4501350993633746
0.0293050533560843,-0.03680677118977527,0.4043397178578561
0.02299582320594723,-0.0639882967513429,0.43484779757956554
0.03904427488806317,0.20793046549191768,0.4179179674625323
0.2692229509435085,-0.04385680761821786,0.4647070166258874
0.2413473738577388,0.031210903377390742,0.446427236932434
0.2254302219353636,-0.16143500124075333,0.4495317646933909
0.18085008654517626,0.14610152146744515,0.4427691788033461
0.26605686435917125,0.019192990962469125,0.49560197104865666
-0.24090321499235803,0.18542073014420496,0.42147351251215637
-0.1409260431325563,0.1684396380172018,0.45166642598438744
-0.0029664326072490477,-0.17099713903798286,0.4736017368365336
0.2079206958740431,0.12938133033465743,0.45568444131345626
0.0030994269136395136,0.18003264477082281,0.4929020885716801
0.14882084360495323,-0.09233565553056294,0.4377968355641284
-0.21662405685065028,-0.19643453225863527,0.4463675805773178
-0.14855171221406388,-0.29842070665224707,0.4088522315214729
0.13906565702260343,-0.029457808144111086,0.46089991110519285
-0.20115959466736555,-0.08854036107669505,0.4288211968448106
-0.08918643920704394,0.032945900295245356,0.4160309039515569
-0.14108024531185714,-0.18717534444672854,0.45445312929045084
-0.09008298346651292,0.2157993285998851,0.45323102633799106
0.12499442944678218,-0.1453468706231342,0.40758716412240475
-0.07929169131431937,-0.16414223694741,0.4698215453494473
0.03315799356476412,-0.011571566109386422,0.4623772190650853
-0.2400408737673542,-0.0006893857534354675,0.4189017282746497
0.18301061594077667,-0.1709488627289443,0.4469434862154044
-0.07806682461112507,-0.13688356396445053,0.472032291647856
0.08912049542000544,-0.19817685650685302,0.45294357405412766
0.1352337609970996,0.13107610699390004,0.439548907618357
-0.17420344673297974,0.1620534187524491,0.4322338458080944
0.23080499097200996,-0.022602901524430452,0.46103938666440536
0.06973455096417175,0.12845221361101045,0.49391086983102406
-0.04276491494911111,0.14156123516246732,0.46717448404774836
-0.19059888985306828,-0.21703468339331483,0.4074745903636316
0.265380562740724,0.2797068149007221,0.4460684973482134
0.15304092247897505,0.19261916825785858,0.48908241315106277
-0.17518526236005066,-0.1773099232825059,0.4094462425801087
-0.09737353516546529,-0.18830097855235783,0.4988875712137543
0.18580455485284392,-0.22460331265225036,0.4949069393645421
0.11740659792920338,-0.21697286247484898,0.4078274480729876
0.15947057562943462,0.1488970794172177,0.4933413320449555
-0.035279338672240534,-0.018207445829025892,0.43631325902594625
0.12988575758530013,0.1697605036439203,0.48447091670758624
-0.06810376628165177,0.14775293661012323,0.44183833377132714
-0.17324224983708214,0.06276762810313297,0.4440855112702516
0.07960622090481595,0.11181996394720772,0.4634243090977543
0.2856083553592765,-0.28898656537251494,0.4774477419275983
